"YQ4gaf src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocIXHLAKTeXyRpRKTKO78bp1UsX7pd_-KUqbXH_uPdE5L36qBw=s128-w32-d-h32-cc-rp","Ric Sw","5 months ago","Would give it a five out of five and it didn't feel too much like an add-on DLC as opposed to its own game.  Astro Bot is a fantastic game but at the end it's a game that's just meant to promote the power of the PS5 and what the haptic feedback abilities of the PS5 controller could do.  It has a nice touch of showing us Bot representation of various Ip's that were introduced to gamers on the Playstation consoles throughout the generations from Crash Bandicoot and Jax to Kratos and Aloy.  The game does shows us how well the controllers haptic feedback works as you go from galaxy to galaxy traversing worlds(Aka Super Mario Galaxy) saving lost Bots and trying to find the lost parts to your Playstation Console ship.  The mini-bosses and main bosses are fun to take on but overall it just feels like Astro Room 2.0. at the end.  Still I don't have any regrets getting the game and do have fun playing through each level and willingly I don't mind paying the $60 for the gameas overall gamers will have a ton playing this game and has decent replay ability.  So if you own a PS5 and are looking for a good game to add to your collection then this one is well worth taking a look at and one you won't be disappointed an doing so.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLMzP4jH0PbBSP5FRb7Cso6JTV7bQKyfp3eBm7Gnw0AI1KPlg=s128-w32-d-h32-cc-rp","Bailey Black","6 months ago","I literally never write reviews but I feel after playing this game, it is necessary.

Astro Bot is nothing short of absolute perfection. The love Team Asobi put into this game should be a lesson for all game studios out there. 

The Easter eggs, sound design, gameplay, world creation, haptics and mechanics are simply 10/10. 

Even Astrobot, a small tiny toy like character has so much personality. I was so attached by the end of the game. 

The levels are playful and come some with a great difficulty, something which I was very pleased about following Astros Playroom. 

I would recommend this game to anyone and everyone. If I could give it more stars, I would! 

Thanks you for the experience Team Asobi. It’s been an absolute pleasure!","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWQ6fBV-sp91y-gqKwI-qt4F4zl7nDrgYkecNJDv48S9APjqc-4=s128-w32-d-h32-cc-rp","abe eddir (vsvpvbe)","5 months ago","This game is so incredibly fun. I saw so many people talking about how great it was and decided I’d give it a shot and I was completely blown away at how addicting it gets. I’m not the type of person to 100% any game but collecting every bot and puzzle piece was a must for me. This will go down as a game that defined the PS5. Some of the hidden levels (the button icon ones) were so challenging in a way that made me want to play it until I finally got it. The controls are well tuned, the graphics were very good and the level design was creative and rewarding. It really took me back to being a kid and playing platformers looking around for secrets and Easter eggs. Even the end credits were fun, this game deserves all the praise it gets.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX2DXXXhK3W7_3vHaUDGhZAu3gM4crQiUxglFUlIRQzDBtns4KZ=s128-w32-d-h32-cc-rp","Jeff S","5 months ago","I'm a 53 year old gamer who's been playing games since pong and the atari 2600 and this game is GREAT! I'm only about 3 hours in but so far this game has made me lol and smile ear to ear every time I've played it. It's absolutely overflowing with charm and creativity! It reminds me a bit of little big planet but astrobot just has so many unique gameplay features, it never gets boring. Funny thing is, I didn't really care for the astro's playroom that came with the Ps5. Every time I play this, I find myself saying ""I'm soooo glad I bought this game!""
Bottom line: if you've enjoyed games like little big planet or crash bandicoot or Rayman to name a few, you will LOVE this game. Or if you've got young kids, they'll adore this game. But again, I'm a 53 year old man and I'm not ashamed to say"" I love this game!""","You and 8 other people found this helpful.","8 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI9Nc6U6Kf-jcNZJ8aODzUQ7-Dj_ap_3fnxRFIfCSi3kWmUmA=s128-w32-d-h32-cc-rp","Brad Bittner","2 months ago","This game is fun. Plain pure and simple. It celebrates Playstations 30 year legacy in the same vein as Mario does with every game, and ironically does it better than Mario has so far with a big 3d adventure packed full of little cameos from all across the spectrum of gaming. I'm constantly surprised with some of the references and deep cuts taken from games I hadn't thought of in decades. Playstation has earned the right to celebrate their legacy just as much as Nintendo does, and this game is a really fun, light hearted love letter to all us old school gamers that got our ps1 as kids and never stopped. Game of the year or not, it's a really good time. Recommend","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWS3MOevFQLYwbB-NZ_6CG3OD245PV6sY50wML6H2XrWxzdVYEZ8w=s128-w32-d-h32-cc-rp","Salvador Aquino Jr.","a month ago","Astro Bot is a masterpiece and an absolute must-play for platforming fans. With its charming visuals, innovative level design, and flawless gameplay, it takes full advantage of the PS5’s hardware, delivering an experience that feels fresh, joyful, and immersive. Every stage is packed with creative mechanics, adorable characters, and fun surprises that keep you smiling from start to finish. The DualSense controller’s haptic feedback and adaptive triggers add a whole new layer of depth, making every jump, glide, and punch feel incredibly satisfying. Simply put, Astro Bot is a 10/10 adventure that reminds us why we love video games.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKXfQ5YzaeL5c3C2bUEkkbcim7FeaRTDyJooTjwVLjSKvUM3XI=s128-w32-d-h32-cc-rp","Myles Grantz","2 months ago","I haven't even played the game yet to tell you that this is a 5/5 stars. I played the first Astro's playroom and it was pure joy from start to finish. The soundtrack is super catchy and fun and the graphics are exactly what Nintendo is missing out on. I see some negative reviews saying that this game is just a Mario clone and is far too difficult for kids game, but in my opinion those people just need to get better at one of the easiest genres of games. Just because it doesn't have an ESRB rating above T or M doesn't mean anything either, it honestly feels like people are just trying to validate themselves playing video games with higher age ratings. This is the exact kind of game Sony has been needing after all these years.

EDIT: I have just finished 100% the game and honestly I still agree with my review. Yes, the challenge levels are very difficult but never feel impossible. The controls are buttery smooth and are very responsive. I noticed 0 frame rate drops and no input lag, but my controller's audio output did stutter from time to time but it was no game-breaking deal. Did it deserve GOTY? While yes I do think that Astro Bot is a near perfect experience, I can't deny the other great games on show. I feel like Astro Bot did deserve it in the end because it was a huge wake up call not just for Sony but the whole games industry as a whole. It was more than just the game that it was, it was the message it brought along with it.       

9/10- Great game, deserved GOTY","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIoFOi46uAFvS7YFMVakuvemwt29q6EDzw7W6_5cj39mK1fcQ=s128-w32-d-h32-cc-rp","Pintér András","6 months ago","Such a light hearted, fun game. I was never one for platformers in the last 30+ years but this made me a turncoat. So well built, the attention to detail is remarkable. What a nice tribute to Sony's legendary characters. The music also adds heaps to the experience. Very well paced too. For the first time our 6 year old who's allowed to play 1,5 hours every second day, maximum 30 mins in one sitting measured by an hourglass, was told that he can add extra sessions. We were sitting next to him watching him play, comment, laugh, and the whole family was one big smile. Well done Asobi!","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUlPJNIN1hBpzlI_r2DgaI_HGrXz3oHzSN6eA_DVbIoFVP9Edw=s128-w32-d-h32-cc-rp","Cookie CoCo","2 months ago","Astro Bot caught a lot of hate after winning GOTY in 2024. However, this is a solid game and absolutely deserves the honor of being GOTY. He is such a cute little robot who travels to all these graphically stunning worlds and face all types of enemies to rescue other bots and big name Sony Characters like Ratchet and Rivet. The haptic features in this game are INSANE, just the haptic controlling alone is enough to make it worth the purchase. This is the perfect game to escape the heaviness of real life and become a cute little hero by flying from world to world and rescuing PlayStation characters. Highly recommend picking this one up.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXgct3_y5c31RD5iJS8nwc5d6ufE9Z0zIf1R9v2c1TZ3uojibMn_g=s128-w32-d-h32-cc-rp","Dr Mark","6 months ago","Do you enjoy platform games?
If your answer is yes, then you should definitely buy Astro Bot PS5!
This game is brilliant, it has it all, it's great fun, a little challenging at times, looks amazing, has plenty to keep you busy and interested.
I have had this since the day it was released in the UK and it's really addictive!
You can always re visit those levels where you have missed collecting everything, to try to get each level completed 100%.
It's been a long time coming, but well worth the wait, just a brilliant game!","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV3FwysZyKeEkOMrLlaETEncwfmYKVO0OlVlHao1mRRXNTtOolD=s128-w32-d-h32-cc-rp","Brock Whitaker","6 months ago","Probably the best game I've played this year . This game has so much attention to detail and the plat forming is immaculate and they're is nothing better than this game . Upon all of the great gameplay theirs also tons and tons of fan service across the video game medium.  Theirs a gotcha machine you unlock to get more side charecters and props for the licensed  charecter. It's honestly one of the best ways to spend 60 dollars and I can't recommend it enough.  I'm glad that this will forever be a part of the my childhood and I will never forget this game. God him self Probably worked on this game . It's cool ask cool can be.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKdIEh44jMvE5Zu_yrCIK-hFZOF2b6fF6IQYauqferqfdK9cA=s128-w32-d-h32-cc-rp","Andrew Brozenec","6 months ago","This is a spectacular game! I would say it’s as close to a perfect game as it gets.  If you’re looking for a fun, enjoyable platformer, this is it.  It’s easy yet hard at times, it’s simple yet complex in it mechanics. It’s funny, smart, and adorable at the same time.    If you have played and enjoyed PlayStation classics from the beginning, the nostalgia  factor alone is amazing, and so well thought out and utilized.  I don’t wanna give any spoilers, but the final “boss fight” if you can call it that, was so unique and brilliant!  If you’re a PlayStation fan, I can’t recommend this game strongly enough!  Thank you, and kudos  to all involved in making this game","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXSck1664uaL6UoV8eZm9YMoZ8i2ayziQbjKoymiCg54VwK1SlY=s128-w32-d-h32-cc-rp","David Melendez","6 months ago","I couldn’t wait to play this game since it was announced a few months back, the wait was long but worth it. I knew it was going to be a classic instantly. Safe to say, I was not disappointed one bit. Astro’s Playroom was already a blast enough, though, Astro Bot is much more complete as well as improved. The features and unique aspects of Astro’s Playroom are perfectly expanded. With all the new added abilities, the fun that comes from this title is unlimited. Astro Bot is definitely worth its price and I recommend this masterpiece to every gamer out there. There is no doubt this game should be the main frontrunner for 2024 Game of the Year.","You and 11 other people found this helpful.","11 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWnho57ZgDKfdBkMuuzeb8jsddo-GVf9Qebns5MdQD6od2CCx63=s128-w32-d-h32-cc-rp","Albert Aguirre","6 months ago","Playing Astro Bot on the PS5 was like stepping into a lovingly crafted world that celebrated gaming's past while pushing its future. Here's the gist:

- Nostalgic and New: It's a trip down memory lane with fresh gameplay.

- Tactile Magic: The DualSense made every touch feel real.

- Detail-Oriented: Every corner of the game feels alive.

- Emotional: Astro feels like a friend, not just a character.

- Shareable Joy: Made me want to share every discovery.

- Technically Impressive: Smooth, stunning, and responsive.

- Immersive Sound: Audio that enhances every moment.

- Comfortingly Innovative: Old friend with new tricks.

In short, Astro Bot is a heartfelt reminder of why we love gaming, crafted with passion and care.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIHx1Jnvpxl2ks5t4XdaZhVeXPgTnUDvJqcMWrn-mCKuio06A=s128-w32-d-h32-cc-rp","Myles Griffin","6 months ago","Astro Bot
(2024) 

4/5 Stars

- a short but sweet extraterrestrial extravaganza 

I completed the main story and avoided the subreddit to dodge spoilers. Astro Bot was definitely a great game—it's up there with titles like Rayman Origins, Super Mario Galaxy, and maybe even Super Mario Sunshine for me.

That said, I do wish the game had some quality-of-life improvements, particularly with UI It would be nice to have a button in the pause menu that lets you access
features like costumes instantly. I also haven't experienced many bugs, except for one instance where a bot was clipped into the wall, but that only happened once. Shout out to the playtesters!

I don’t understand why some people are against the idea of the game coming to PC. To each their own. 

Overall, the game is excellent. I’d give it a 4/5—an update could easily make it a 5/5 for me.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXI559ac2SElpB0p6nUBFhW11aMrhncdTlNsZWsUvEnaiUlGAzyYA=s128-w32-d-h32-cc-rp","Arielle M. (Mermaid)","6 months ago","If you enjoyed astro bot rescue mission, playroom VR, and Astro's playroom you're going to love this game. They added so many new features that Astro can do, more bad guys that we have never seen before. Granted the Alien and the Gorilla (that I've seen so far) are repeat Bosses but in this gorilla boss fight, it's way different and it's worth the wait and the thrill. Especially if you're a fan of the soundtrack. If you bought the digital special edition for the extra $10 it comes with the soundtrack and a bunch of cool photos. The game is literally so huge that it's mind boggling. It's like if you took rescue mission, Astro's playroom combined the two but made the game 4x as big. You have worm holes and apparently we have a chameleon boss similar to how you had to find the hidden chameleons in rescue mission.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUD-EukWrISogGS1UEXtsS2s_xGF1avMVC6D92VHEIsfIBU1Woe=s128-w32-d-h32-cc-rp","Stefan","6 months ago","I played this all weekend (16-17 hours) and got the platinum. It has everything you would hope for.

Fundamentally, it is very fun.

The graphics are so polished and well done.

It’s overflowing in creativity and ideas.

There is a lot to collect, and the level design is excellent.

The use of the controller and the music are unmatched.

It’s mostly relaxing, but there are some levels thrown in which will be very challenging, if not impossible, to some casual gamers. The final challenge level (for bot 301) will make some want to break their TV).

Honestly, if this game doesn’t win game of the year, something is rigged.

I genuinely feel like this outshines the best Mario game (Galaxy/Odyssey), or at least matches it.

I hope it sells aplenty. This is what gaming has been needing.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWYv5fQasMwnsNXAVaVAyJdUlYxmTssubfN8OQFKKIiPqgTm2kS5w=s128-w32-d-h32-cc-rp","Jewell Austin","2 months ago","I am in love with this game. I brought the game off of Amazon last week and have been playing it ever since. The graphics are vibrant & beautiful. The many different characters from different games are very nostalgic and this game brings out the kid in me every time I play it. The way the controller for the DualSense vibrates, makes sounds from the environment, bots and the fighting of the enemies are also pretty cool too. Astro Bot definitely is Game Of The Year worthy. Team Asobi, thank you for making such an amazingly fun & entertaining game.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWXZMdcxEPVKO9vCVO483TXe-HhagqstDraOGyLt9Xc3vGpP-m-tA=s128-w32-d-h32-cc-rp","Chris Stokes","6 months ago","Believe the hype simple as that !!! A proper quality AAA retro feeling platformer and I'm all in !!!! Dear sony if you can put so much love into your AAA Exclusive characters in this game...BRING BACK THE EXCLUSIVES WE GREW UP WITH!! Obviously things have changed with certain characters but come on BRING BACK THE GOLDEN AGE MORE! this is a classic game already, amazing, controls are perfect, camera perfect and it never stops making you smile !!! Not quite mario 64 or oderssy but sooooo close. Nintendo you have a fight for AAA platformer again! Buy it Believe the hype!","You and 1 other person found this helpful.","1 person found this helpful."
